GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AGS001,AGS002,AGS003,AGS004,AGS005,AGS006,AGS007,AGS008,AGS009,AGS010,AGS011,AGS012,AGS013,AGS014,AGS015,AGS016,AGS017,AGS018,AGS019,AGS020,AGS021,AGT001,AGU001
"G4804030","1860","Texas","480","Sabine","4030","Sabine",19,16,13,15,14,8,4,8,7,10,10,4,2,3,1,1,0,0,0,0,0,135,1150
"G4804050","1860","Texas","480","San Augustine","4050","San Augustine",16,18,13,6,12,11,13,3,2,13,13,8,8,6,1,1,0,0,0,0,0,144,1717
"G4804090","1860","Texas","480","San Patricio","4090","San Patricio",11,9,5,3,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,95
"G4804110","1860","Texas","480","San Saba","4110","San Saba",2,4,5,2,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,20,89
"G4804170","1860","Texas","480","Shackelford","4170","Shackelford",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9
"G4804190","1860","Texas","480","Shelby","4190","Shelby",32,38,19,11,10,15,15,10,12,18,15,8,4,1,0,0,0,0,0,0,0,208,1476
"G4804230","1860","Texas","480","Smith","4230","Smith",109,69,63,44,28,29,28,20,25,59,35,31,19,10,5,1,0,0,0,0,0,575,4982
"G4804270","1860","Texas","480","Starr","4270","Starr",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
"G4804390","1860","Texas","480","Tarrant","4390","Tarrant",,,,,,,,,,,,,,,,,,,,,,,850
"G4804410","1860","Texas","480","Taylor","4410","Taylor",,,,,,,,,,,,,,,,,,,,,,,
"G4804470","1860","Texas","480","Throckmorton","4470","Throckmorton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4804490","1860","Texas","480","Titus","4490","Titus",84,47,42,30,20,15,17,16,9,43,6,14,7,1,1,0,0,0,0,0,0,352,2438
"G4804530","1860","Texas","480","Travis","4530","Travis",83,73,43,31,25,22,10,14,16,50,23,22,7,0,5,1,0,0,0,0,0,425,3136
"G4804550","1860","Texas","480","Trinity","4550","Trinity",33,16,23,17,10,7,6,3,2,10,11,5,1,0,0,1,0,0,0,0,0,145,959
"G4804570","1860","Texas","480","Tyler","4570","Tyler",49,35,20,14,10,13,8,6,4,17,7,10,4,0,0,0,0,0,0,0,0,197,1148
"G4804590","1860","Texas","480","Upshur","4590","Upshur",96,57,44,40,31,27,21,18,15,53,33,27,16,0,1,1,0,0,0,0,0,480,3794
"G4804630","1860","Texas","480","Uvalde","4630","Uvalde",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27
"G4804670","1860","Texas","480","Van Zandt","4670","Van Zandt",24,14,8,12,2,2,3,3,2,3,0,1,0,1,0,0,0,0,0,0,0,75,322
"G4804690","1860","Texas","480","Victoria","4690","Victoria",29,18,20,21,14,14,10,8,9,18,7,6,5,5,0,0,0,0,0,0,0,184,1413
"G4804710","1860","Texas","480","Walker","4710","Walker",70,42,33,25,25,23,18,12,4,40,25,28,8,8,8,6,1,0,0,0,0,376,4135
"G4804770","1860","Texas","480","Washington","4770","Washington",94,60,37,40,40,22,31,30,20,71,57,58,34,15,8,6,4,0,0,0,0,627,7941
"G4804790","1860","Texas","480","Webb","4790","Webb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4804810","1860","Texas","480","Wharton","4810","Wharton",10,5,6,5,10,9,4,2,3,18,10,20,6,6,6,4,4,0,0,0,0,128,2734
"G4804910","1860","Texas","480","Williamson","4910","Williamson",42,39,18,21,11,8,6,6,5,15,7,1,2,0,0,0,0,0,0,0,0,181,891
"G4804970","1860","Texas","480","Wise","4970","Wise",20,13,8,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,128
"G4804990","1860","Texas","480","Wood","4990","Wood",59,22,18,14,10,16,10,3,5,16,4,6,2,1,0,0,0,0,0,0,0,186,1005
"G4805030","1860","Texas","480","Young","5030","Young",8,6,0,5,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,26,92
"G4805050","1860","Texas","480","Zapata","5050","Zapata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4805070","1860","Texas","480","Zavala","5070","Zavala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950015","1860","Utah Territory","495","Beaver","0015","Beaver",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950035","1860","Utah Territory","495","Box Elder","0035","Box Elder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950055","1860","Utah Territory","495","Cache","0055","Cache",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950075","1860","Utah Territory","495","Carson","0075","Carson",,,,,,,,,,,,,,,,,,,,,,,
"G4950095","1860","Utah Territory","495","Cedar","0095","Cedar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950115","1860","Utah Territory","495","Davis","0115","Davis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
"G4950135","1860","Utah Territory","495","Deseret","0135","Deseret",,,,,,,,,,,,,,,,,,,,,,,
"G4950215","1860","Utah Territory","495","Greasewood","0215","Greasewood",,,,,,,,,,,,,,,,,,,,,,,
"G4950255","1860","Utah Territory","495","Green River","0255","Green River",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950275","1860","Utah Territory","495","Humboldt","0275","Humboldt",,,,,,,,,,,,,,,,,,,,,,,
"G4950295","1860","Utah Territory","495","Iron","0295","Iron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950315","1860","Utah Territory","495","Juab","0315","Juab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950375","1860","Utah Territory","495","Millard","0375","Millard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950495","1860","Utah Territory","495","Salt Lake","0495","Salt Lake",8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19
"G4950535","1860","Utah Territory","495","Sanpete","0535","Sanpete",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950575","1860","Utah Territory","495","Shambip","0575","Shambip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950595","1860","Utah Territory","495","Summit","0595","Summit",,,,,,,,,,,,,,,,,,,,,,,
"G4950605","1860","Utah Territory","495","St Marys","0605","St Marys",,,,,,,,,,,,,,,,,,,,,,,
"G4950615","1860","Utah Territory","495","Tooele","0615","Tooele",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950675","1860","Utah Territory","495","Utah","0675","Utah",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950695","1860","Utah Territory","495","Walade","0695","Walade",,,,,,,,,,,,,,,,,,,,,,,
"G4950735","1860","Utah Territory","495","Washington","0735","Washington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950755","1860","Utah Territory","495","Weber","0755","Weber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5000010","1860","Vermont","500","Addison","0010","Addison",,,,,,,,,,,,,,,,,,,,,,,
"G5000030","1860","Vermont","500","Bennington","0030","Bennington",,,,,,,,,,,,,,,,,,,,,,,
"G5000050","1860","Vermont","500","Caledonia","0050","Caledonia",,,,,,,,,,,,,,,,,,,,,,,
"G5000070","1860","Vermont","500","Chittenden","0070","Chittenden",,,,,,,,,,,,,,,,,,,,,,,
"G5000090","1860","Vermont","500","Essex","0090","Essex",,,,,,,,,,,,,,,,,,,,,,,
"G5000110","1860","Vermont","500","Franklin","0110","Franklin",,,,,,,,,,,,,,,,,,,,,,,
"G5000130","1860","Vermont","500","Grand Isle","0130","Grand Isle",,,,,,,,,,,,,,,,,,,,,,,
"G5000150","1860","Vermont","500","Lamoille","0150","Lamoille",,,,,,,,,,,,,,,,,,,,,,,
"G5000170","1860","Vermont","500","Orange","0170","Orange",,,,,,,,,,,,,,,,,,,,,,,
"G5000190","1860","Vermont","500","Orleans","0190","Orleans",,,,,,,,,,,,,,,,,,,,,,,
"G5000210","1860","Vermont","500","Rutland","0210","Rutland",,,,,,,,,,,,,,,,,,,,,,,
"G5000230","1860","Vermont","500","Washington","0230","Washington",,,,,,,,,,,,,,,,,,,,,,,
"G5000250","1860","Vermont","500","Windham","0250","Windham",,,,,,,,,,,,,,,,,,,,,,,
"G5000270","1860","Vermont","500","Windsor","0270","Windsor",,,,,,,,,,,,,,,,,,,,,,,
"G5100010","1860","Virginia","510","Accomack","0010","Accomack",250,105,76,67,47,34,38,32,20,59,20,20,4,1,0,0,0,0,0,0,0,773,4507
"G5100030","1860","Virginia","510","Albemarle","0030","Albemarle",289,140,79,81,79,63,54,48,36,171,83,91,42,17,23,7,3,0,0,0,0,1306,13916
"G5100035","1860","Virginia","510","Alexandria","0035","Alexandria",52,69,39,27,22,13,11,5,2,4,3,3,0,1,0,0,0,0,0,0,0,251,1386
"G5100050","1860","Virginia","510","Alleghany","0050","Alleghany",38,23,12,11,8,4,5,4,4,18,3,4,0,0,0,0,0,0,0,0,0,134,990
"G5100070","1860","Virginia","510","Amelia","0070","Amelia",77,33,45,37,28,26,22,20,29,56,41,50,28,19,16,6,3,0,0,0,0,536,7655
"G5100090","1860","Virginia","510","Amherst","0090","Amherst",116,77,63,51,36,49,32,26,21,80,59,39,20,7,3,5,1,0,0,0,0,685,6278
"G5100110","1860","Virginia","510","Appomattox","0110","Appomattox",88,55,39,41,38,33,32,16,27,64,37,25,13,9,1,2,0,0,0,0,0,520,4600
"G5100150","1860","Virginia","510","Augusta","0150","Augusta",149,114,71,79,58,63,39,34,43,96,41,19,2,3,0,0,0,0,0,0,0,811,5616
"G5100155","1860","Virginia","510","Barbour","0155","Barbour",18,8,8,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,95
"G5100170","1860","Virginia","510","Bath","0170","Bath",25,13,10,12,4,8,2,8,3,11,6,8,3,1,0,1,0,0,0,0,0,115,946
"G5100190","1860","Virginia","510","Bedford","0190","Bedford",222,128,102,86,70,48,57,53,34,142,77,61,25,14,7,3,0,0,0,0,0,1129,10176
"G5100195","1860","Virginia","510","Berkeley","0195","Berkeley",69,55,33,41,27,23,16,10,11,36,9,2,1,0,0,0,0,0,0,0,0,333,1650
"G5100215","1860","Virginia","510","Boone","0215","Boone",5,8,5,6,4,3,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,36,158
"G5100230","1860","Virginia","510","Botetourt","0230","Botetourt",55,41,29,26,29,22,19,11,12,32,23,17,12,2,1,0,1,0,0,0,0,332,2769
"G5100233","1860","Virginia","510","Braxton","0233","Braxton",9,4,1,1,3,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,26,104
"G5100237","1860","Virginia","510","Brooke","0237","Brooke",8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18
"G5100250","1860","Virginia","510","Brunswick","0250","Brunswick",145,87,73,42,45,42,26,26,12,87,58,66,24,15,9,12,2,1,0,0,0,772,9146
"G5100270","1860","Virginia","510","Buchanan","0270","Buchanan",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,30
"G5100290","1860","Virginia","510","Buckingham","0290","Buckingham",106,62,50,50,31,22,34,33,22,104,65,63,32,20,15,7,2,0,0,0,0,718,8811
"G5100293","1860","Virginia","510","Cabell","0293","Cabell",25,19,12,5,8,2,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,84,305
"G5100297","1860","Virginia","510","Calhoun","0297","Calhoun",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
"G5100310","1860","Virginia","510","Campbell","0310","Campbell",643,214,151,110,90,76,63,41,43,105,61,59,23,10,7,8,1,0,0,0,0,1705,11580
"G5100330","1860","Virginia","510","Caroline","0330","Caroline",87,58,48,47,36,30,31,32,30,100,61,85,37,12,17,10,3,1,0,0,0,725,10672
"G5100350","1860","Virginia","510","Carroll","0350","Carroll",31,18,10,5,5,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,82,262
"G5100360","1860","Virginia","510","Charles City","0360","Charles City",26,15,18,10,9,8,12,5,9,28,14,14,8,6,3,3,3,0,0,0,0,191,2947
"G5100370","1860","Virginia","510","Charlotte","0370","Charlotte",70,43,50,25,29,36,35,24,27,88,42,58,41,18,19,3,1,0,0,0,0,609,9238
"G5100410","1860","Virginia","510","Chesterfield","0410","Chesterfield",168,67,65,52,50,47,47,31,25,125,40,47,21,12,4,4,1,0,0,0,0,806,8354
"G5100430","1860","Virginia","510","Clarke","0430","Clarke",63,26,26,19,26,18,11,14,17,50,32,26,8,4,1,2,1,0,0,0,0,344,3375
"G5100435","1860","Virginia","510","Clay","0435","Clay",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,21
"G5100450","1860","Virginia","510","Craig","0450","Craig",62,23,10,7,5,5,5,1,3,6,2,1,0,0,0,0,0,0,0,0,0,130,420
"G5100470","1860","Virginia","510","Culpeper","0470","Culpeper",73,46,57,42,34,31,38,32,28,95,52,52,16,8,3,4,0,0,0,0,0,611,6675
"G5100490","1860","Virginia","510","Cumberland","0490","Cumberland",40,39,29,14,13,18,28,26,22,66,43,59,31,10,10,4,0,0,0,0,0,452,6705
"G5100530","1860","Virginia","510","Dinwiddie","0530","Dinwiddie",703,207,124,98,93,76,73,49,35,149,91,77,26,11,12,2,0,0,0,0,0,1826,12774
"G5100533","1860","Virginia","510","Doddridge","0533","Doddridge",7,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34
"G5100550","1860","Virginia","510","Elizabeth City","0550","Elizabeth City",64,34,25,19,10,11,14,10,10,34,12,17,10,3,2,2,0,0,0,0,0,277,2417
"G5100570","1860","Virginia","510","Essex","0570","Essex",45,26,26,28,15,17,16,16,15,57,30,48,17,15,15,7,4,0,1,0,0,398,6696
"G5100590","1860","Virginia","510","Fairfax","0590","Fairfax",151,59,60,38,37,37,19,26,11,51,20,15,3,2,0,0,0,0,0,0,0,529,3116
"G5100610","1860","Virginia","510","Fauquier","0610","Fauquier",116,84,66,64,63,71,57,43,43,137,61,71,29,13,11,3,1,0,0,0,0,933,10455
"G5100615","1860","Virginia","510","Fayette","0615","Fayette",19,9,9,5,5,0,1,5,3,6,1,0,0,0,0,0,0,0,0,0,0,63,271
"G5100630","1860","Virginia","510","Floyd","0630","Floyd",37,37,11,4,9,6,4,4,2,7,3,1,0,0,0,0,0,0,0,0,0,125,475
"G5100650","1860","Virginia","510","Fluvanna","0650","Fluvanna",89,55,36,47,28,33,35,32,28,55,32,34,11,1,3,0,1,1,0,0,0,521,4994
"G5100670","1860","Virginia","510","Franklin","0670","Franklin",274,131,71,75,52,69,35,40,28,107,54,34,13,7,3,3,0,0,0,0,0,996,6351
"G5100690","1860","Virginia","510","Frederick","0690","Frederick",105,56,53,32,20,23,17,19,12,33,21,14,1,0,0,0,0,0,0,0,0,406,2259
"G5100710","1860","Virginia","510","Giles","0710","Giles",39,28,17,9,9,3,6,7,5,7,8,7,0,0,0,0,0,0,0,0,0,145,778
"G5100715","1860","Virginia","510","Gilmer","0715","Gilmer",8,3,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,52
"G5100730","1860","Virginia","510","Gloucester","0730","Gloucester",68,53,38,36,37,35,21,22,15,51,32,35,12,11,10,9,2,0,0,0,0,487,5736
"G5100750","1860","Virginia","510","Goochland","0750","Goochland",99,67,49,37,29,29,32,19,11,71,34,22,12,4,12,5,5,0,0,0,0,537,6139
"G5100770","1860","Virginia","510","Grayson","0770","Grayson",36,21,14,12,7,7,4,2,6,10,3,2,0,0,0,0,0,0,0,0,0,124,547
"G5100775","1860","Virginia","510","Greenbrier","0775","Greenbrier",61,32,22,27,34,22,10,6,12,25,10,2,3,0,1,0,0,0,0,0,0,267,1525
"G5100790","1860","Virginia","510","Greene","0790","Greene",37,21,18,10,13,20,13,10,10,32,15,19,3,3,1,0,0,0,0,0,0,225,1984
"G5100810","1860","Virginia","510","Greensville","0810","Greensville",23,33,27,9,12,16,7,7,11,29,21,34,18,12,4,4,1,0,0,0,0,268,4167
"G5100830","1860","Virginia","510","Halifax","0830","Halifax",121,90,67,59,64,50,43,50,40,156,76,117,58,15,22,15,8,0,0,0,0,1051,14897
"G5100833","1860","Virginia","510","Hampshire","0833","Hampshire",61,46,27,13,17,12,11,15,6,26,5,5,0,0,0,0,0,0,0,0,0,244,1213
"G5100837","1860","Virginia","510","Hancock","0837","Hancock",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2
"G5100850","1860","Virginia","510","Hanover","0850","Hanover",137,110,82,55,55,48,38,46,43,92,72,65,29,13,12,4,0,2,0,0,0,903,9483
"G5100853","1860","Virginia","510","Hardy","0853","Hardy",31,18,14,13,11,9,7,4,10,21,12,6,1,0,0,0,0,0,0,0,0,157,1073
"G5100857","1860","Virginia","510","Harrison","0857","Harrison",56,26,15,11,15,8,11,2,5,8,2,0,0,0,0,0,0,0,0,0,0,159,582
"G5100870","1860","Virginia","510","Henrico","0870","Henrico",670,369,264,199,167,118,116,69,61,172,47,43,17,10,13,2,1,1,0,0,0,2339,20041
"G5100890","1860","Virginia","510","Henry","0890","Henry",71,52,30,37,23,24,29,8,11,40,33,29,13,6,9,2,5,0,0,0,0,422,5018
"G5100910","1860","Virginia","510","Highland","0910","Highland",39,25,15,7,6,5,8,5,1,4,0,1,0,0,0,0,0,0,0,0,0,116,402
"G5100930","1860","Virginia","510","Isle Of Wight","0930","Isle Of Wight",122,54,34,38,36,21,22,16,16,48,30,24,6,1,1,0,1,0,0,0,0,470,3570
"G5100935","1860","Virginia","510","Jackson","0935","Jackson",8,10,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,55
"G5100950","1860","Virginia","510","James City","0950","James City",32,16,26,21,21,11,10,12,7,29,22,15,6,1,1,0,0,0,0,0,0,230,2586
"G5100953","1860","Virginia","510","Jefferson","0953","Jefferson",149,98,73,57,38,35,25,28,22,68,23,14,2,1,0,1,0,0,0,0,0,634,3960
"G5100957","1860","Virginia","510","Kanawha","0957","Kanawha",55,33,33,14,23,18,14,7,13,17,10,14,7,1,4,2,0,0,0,0,0,265,2184
"G5100970","1860","Virginia","510","King And Queen","0970","King And Queen",37,31,33,30,19,38,14,18,22,66,31,50,35,12,8,4,1,0,0,0,0,449,6139
"G5100990","1860","Virginia","510","King George","0990","King George",47,29,30,20,40,14,10,8,10,36,21,22,10,4,9,3,1,0,0,0,0,314,3673
"G5101010","1860","Virginia","510","King William","1010","King William",39,24,22,25,21,19,17,14,14,44,45,30,23,14,8,2,5,0,0,0,0,366,5525
"G5101030","1860","Virginia","510","Lancaster","1030","Lancaster",40,21,17,19,14,8,11,13,14,33,27,23,11,5,3,0,0,0,0,0,0,259,2869
"G5101050","1860","Virginia","510","Lee","1050","Lee",35,27,16,7,10,15,9,2,4,11,11,2,1,1,0,0,0,0,0,0,0,151,824
"G5101053","1860","Virginia","510","Lewis","1053","Lewis",20,10,9,5,7,0,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,60,230
"G5101057","1860","Virginia","510","Logan","1057","Logan",11,6,7,5,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,40,148
"G5101070","1860","Virginia","510","Loudoun","1070","Loudoun",124,84,61,83,46,39,35,27,22,80,36,23,4,4,1,0,1,0,0,0,0,670,5501
"G5101090","1860","Virginia","510","Louisa","1090","Louisa",90,57,54,45,38,28,34,42,34,108,69,86,45,16,10,8,1,0,0,0,0,765,10194
"G5101110","1860","Virginia","510","Lunenburg","1110","Lunenburg",66,38,39,39,27,30,21,12,23,75,51,69,34,15,6,0,0,0,0,0,0,545,7305
"G5101130","1860","Virginia","510","Madison","1130","Madison",71,35,34,39,19,21,30,32,26,62,29,36,11,2,7,1,0,0,0,0,0,455,4397
"G5101133","1860","Virginia","510","Marion","1133","Marion",18,7,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,63
"G5101135","1860","Virginia","510","Marshall","1135","Marshall",6,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29
"G5101137","1860","Virginia","510","Mason","1137","Mason",14,6,8,3,14,5,2,3,1,12,1,1,0,0,0,0,0,0,0,0,0,70,376
"G5101150","1860","Virginia","510","Matthews","1150","Matthews",87,52,21,21,29,31,25,16,11,42,16,21,6,3,3,1,1,0,0,0,0,386,3008
"G5101155","1860","Virginia","510","McDowell","1155","Mcdowell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5101170","1860","Virginia","510","Mecklenburg","1170","Mecklenburg",77,76,43,52,49,28,32,25,39,98,61,80,38,21,20,10,10,1,0,0,0,760,12420
"G5101175","1860","Virginia","510","Mercer","1175","Mercer",17,5,8,7,4,3,6,5,1,6,1,3,0,0,0,0,0,0,0,0,0,66,362
"G5101190","1860","Virginia","510","Middlesex","1190","Middlesex",24,18,14,17,14,16,14,4,4,28,15,14,12,4,6,0,0,0,0,0,0,204,2375
"G5101193","1860","Virginia","510","Monongalia","1193","Monongalia",15,9,3,6,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37,101
"G5101197","1860","Virginia","510","Monroe","1197","Monroe",60,33,14,22,8,9,9,7,7,11,5,6,2,2,0,1,0,0,0,0,0,196,1114
"G5101210","1860","Virginia","510","Montgomery","1210","Montgomery",55,31,31,31,27,23,13,7,13,22,11,11,4,2,1,0,1,0,0,0,0,283,2219
"G5101215","1860","Virginia","510","Morgan","1215","Morgan",11,3,4,5,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,94
"G5101230","1860","Virginia","510","Nansemond","1230","Nansemond",95,65,52,47,35,38,34,30,26,81,51,42,13,4,5,1,0,0,0,0,0,619,5481
"G5101250","1860","Virginia","510","Nelson","1250","Nelson",77,59,48,53,34,28,30,17,24,64,34,39,20,10,8,5,4,0,0,0,0,554,6238
"G5101270","1860","Virginia","510","New Kent","1270","New Kent",18,25,24,22,26,13,20,18,9,43,32,23,9,1,4,3,1,0,0,0,0,291,3374
"G5101275","1860","Virginia","510","Nicholas","1275","Nicholas",16,8,8,4,2,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,46,154
"G5101290","1860","Virginia","510","Norfolk","1290","Norfolk",467,224,129,120,94,82,48,47,48,102,52,31,16,2,2,0,0,0,0,0,0,1464,9004
"G5101310","1860","Virginia","510","Northampton","1310","Northampton",67,32,40,27,35,25,16,11,14,49,37,33,9,3,0,1,1,0,0,0,0,400,3872
"G5101330","1860","Virginia","510","Northumberland","1330","Northumberland",125,55,38,40,17,13,10,7,11,26,19,21,8,6,1,2,2,0,0,0,0,401,3439
"G5101350","1860","Virginia","510","Nottoway","1350","Nottoway",38,30,17,23,23,20,26,14,12,45,32,31,18,19,14,11,2,0,0,0,0,375,6468
"G5101355","1860","Virginia","510","Ohio","1355","Ohio",20,11,5,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,43,100
"G5101370","1860","Virginia","510","Orange","1370","Orange",57,34,25,29,21,28,23,20,20,76,53,44,28,10,9,2,1,0,0,0,0,480,6111
"G5101390","1860","Virginia","510","Page","1390","Page",52,28,21,13,13,13,7,4,4,18,3,0,1,0,0,0,0,0,0,0,0,177,850
"G5101410","1860","Virginia","510","Patrick","1410","Patrick",93,40,32,15,24,20,9,12,18,31,6,10,2,2,3,1,0,0,0,0,0,318,2070
"G5101415","1860","Virginia","510","Pendleton","1415","Pendleton",18,6,5,2,3,4,5,1,3,2,2,1,0,0,0,0,0,0,0,0,0,52,244
"G5101430","1860","Virginia","510","Pittsylvania","1430","Pittsylvania",222,136,121,124,87,79,64,68,51,153,119,103,31,25,22,7,1,0,0,0,0,1413,14340
"G5101433","1860","Virginia","510","Pleasants","1433","Pleasants",1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15
"G5101437","1860","Virginia","510","Pocahontas","1437","Pocahontas",19,10,10,4,7,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,64,252
"G5101450","1860","Virginia","510","Powhatan","1450","Powhatan",56,31,23,23,25,21,14,15,15,46,33,40,12,9,8,2,1,1,0,0,0,375,5403
"G5101455","1860","Virginia","510","Preston","1455","Preston",7,4,1,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,67
"G5101470","1860","Virginia","510","Prince Edward","1470","Prince Edward",54,50,34,31,32,31,26,24,21,107,57,61,35,13,4,2,0,0,0,0,0,582,7341
"G5101490","1860","Virginia","510","Prince George","1490","Prince George",40,12,27,19,23,17,19,13,13,59,36,28,19,4,6,5,4,0,0,0,0,344,4997
"G5101510","1860","Virginia","510","Princess Anne","1510","Princess Anne",71,85,59,55,43,36,20,15,27,53,23,14,5,0,0,0,0,0,0,0,0,506,3186
"G5101530","1860","Virginia","510","Prince William","1530","Prince William",44,35,31,25,15,19,12,11,13,35,11,13,5,1,2,1,0,0,0,0,0,273,2356
"G5101550","1860","Virginia","510","Pulaski","1550","Pulaski",25,18,12,12,10,11,5,9,4,21,9,9,5,1,4,2,0,0,0,0,0,157,1589
"G5101553","1860","Virginia","510","Putnam","1553","Putnam",26,8,12,6,5,3,6,4,6,11,2,2,0,1,1,0,0,0,0,0,0,93,580
"G5101555","1860","Virginia","510","Raleigh","1555","Raleigh",8,4,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,57
"G5101557","1860","Virginia","510","Randolph","1557","Randolph",17,16,7,3,2,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,56,183
"G5101570","1860","Virginia","510","Rappahannock","1570","Rappahannock",69,34,36,32,28,24,21,22,11,50,31,26,8,3,2,1,0,0,0,0,0,398,3520
"G5101590","1860","Virginia","510","Richmond","1590","Richmond",45,31,29,20,17,15,7,8,5,30,17,21,4,5,3,0,2,0,0,0,0,259,2466
"G5101593","1860","Virginia","510","Ritchie","1593","Ritchie",6,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,38
"G5101597","1860","Virginia","510","Roane","1597","Roane",8,2,2,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,72
"G5101610","1860","Virginia","510","Roanoke","1610","Roanoke",48,19,19,22,20,14,12,9,13,29,20,20,7,1,3,2,1,0,0,0,0,259,2643
"G5101630","1860","Virginia","510","Rockbridge","1630","Rockbridge",96,72,58,44,44,47,32,31,28,65,24,16,3,2,6,1,0,0,0,0,0,569,3985
"G5101650","1860","Virginia","510","Rockingham","1650","Rockingham",104,63,49,40,26,22,16,17,13,44,13,9,2,1,0,1,0,0,0,0,0,420,2387
"G5101670","1860","Virginia","510","Russell","1670","Russell",36,25,18,14,9,15,9,6,7,12,7,11,2,0,0,0,0,0,0,0,0,171,1099
"G5101690","1860","Virginia","510","Scott","1690","Scott",51,21,14,6,8,5,5,3,1,9,3,1,0,0,0,0,0,0,0,0,0,127,490
